task_name,raw_excel_path,target_chembl_id,target_organism,target_pref_name,assay_type,standard_type,molecules_num,processed_data_dir
F_CHEMBL3920_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target65.csv,CHEMBL3920,Homo sapiens,Protein kinase C theta,F,Ki,121,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target65
F_CHEMBL2431_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target109.csv,CHEMBL2431,Homo sapiens,Serine/threonine-protein kinase AKT2,F,Ki,125,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target109
F_CHEMBL3650_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target103.csv,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,F,Ki,364,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target103
F_CHEMBL4898_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target52.csv,CHEMBL4898,Homo sapiens,Neurotrophic tyrosine kinase receptor type 2,F,Ki,259,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target52
F_CHEMBL5543_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target100.csv,CHEMBL5543,Homo sapiens,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,F,Ki,209,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target100
F_CHEMBL4897_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target122.csv,CHEMBL4897,Homo sapiens,Serine/threonine-protein kinase PLK3,F,Ki,189,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target122
F_CHEMBL4708_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target29.csv,CHEMBL4708,Homo sapiens,Serine/threonine-protein kinase MST2,F,Ki,352,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target29
F_CHEMBL2147_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target130.csv,CHEMBL2147,Homo sapiens,Serine/threonine-protein kinase PIM1,F,Ki,537,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target130
F_CHEMBL2850_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target131.csv,CHEMBL2850,Homo sapiens,Glycogen synthase kinase-3 alpha,F,Ki,451,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target131
F_CHEMBL2939_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target133.csv,CHEMBL2939,Homo sapiens,MAP kinase p38 delta,F,Ki,124,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target133
F_CHEMBL1974_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target31.csv,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,F,Ki,437,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target31
F_CHEMBL4045_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target68.csv,CHEMBL4045,Homo sapiens,"AMP-activated protein kinase, alpha-1 subunit",F,Ki,308,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target68
F_CHEMBL1868_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target132.csv,CHEMBL1868,Homo sapiens,Vascular endothelial growth factor receptor 1,F,Ki,326,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target132
F_CHEMBL5608_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target87.csv,CHEMBL5608,Homo sapiens,NT-3 growth factor receptor,F,Ki,267,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target87
F_CHEMBL1955_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target32.csv,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,F,Ki,328,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target32
F_CHEMBL3032_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target62.csv,CHEMBL3032,Homo sapiens,Protein kinase N2,F,Ki,291,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target62
F_CHEMBL2007_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target84.csv,CHEMBL2007,Homo sapiens,Platelet-derived growth factor receptor alpha,F,Ki,151,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target84
F_CHEMBL2185_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target60.csv,CHEMBL2185,Homo sapiens,Serine/threonine-protein kinase Aurora-B,F,Ki,634,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target60
F_CHEMBL258_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target51.csv,CHEMBL258,Homo sapiens,Tyrosine-protein kinase LCK,F,Ki,337,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target51
F_CHEMBL4375_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target78.csv,CHEMBL4375,Homo sapiens,Serine/threonine-protein kinase SRPK1,F,Ki,202,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target78
F_CHEMBL4273_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target69.csv,CHEMBL4273,Homo sapiens,cGMP-dependent protein kinase 1 beta,F,Ki,134,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target69
F_CHEMBL4516_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target117.csv,CHEMBL4516,Homo sapiens,Serine/threonine-protein kinase MRCK-A,F,Ki,221,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target117
F_CHEMBL5627_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target13.csv,CHEMBL5627,Homo sapiens,Leukocyte tyrosine kinase receptor,F,Ki,199,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target13
F_CHEMBL2468_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target6.csv,CHEMBL2468,Homo sapiens,Death-associated protein kinase 3,F,Ki,348,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target6
F_CHEMBL4900_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target28.csv,CHEMBL4900,Homo sapiens,Serine/threonine-protein kinase D2,F,Ki,352,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target28
F_CHEMBL5819_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target76.csv,CHEMBL5819,Homo sapiens,Serine/threonine-protein kinase Nek4,F,Ki,184,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target76
F_CHEMBL3835_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target129.csv,CHEMBL3835,Homo sapiens,Serine/threonine-protein kinase NEK2,F,Ki,215,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target129
F_CHEMBL2793_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target102.csv,CHEMBL2793,Homo sapiens,Casein kinase I alpha,F,Ki,314,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target102
F_CHEMBL5407_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target93.csv,CHEMBL5407,Homo sapiens,Serine/threonine-protein kinase PIM3,F,Ki,225,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target93
F_CHEMBL3231_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target128.csv,CHEMBL3231,Homo sapiens,Rho-associated protein kinase 1,F,Ki,501,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target128
F_CHEMBL2349_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target48.csv,CHEMBL2349,Homo sapiens,Phosphorylase kinase gamma subunit 2,F,Ki,131,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target48
F_CHEMBL1075167_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target99.csv,CHEMBL1075167,Homo sapiens,Homeodomain-interacting protein kinase 4,F,Ki,281,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target99
F_CHEMBL4101_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target22.csv,CHEMBL4101,Homo sapiens,cAMP-dependent protein kinase alpha-catalytic subunit,F,Ki,401,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target22
F_CHEMBL5650_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target2.csv,CHEMBL5650,Homo sapiens,BR serine/threonine-protein kinase 1,F,Ki,221,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target2
F_CHEMBL4223_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target58.csv,CHEMBL4223,Homo sapiens,Tyrosine-protein kinase FRK,F,Ki,201,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target58
F_CHEMBL5719_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target88.csv,CHEMBL5719,Homo sapiens,Cell division protein kinase 8,F,Ki,263,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target88
F_CHEMBL4722_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target3.csv,CHEMBL4722,Homo sapiens,Serine/threonine-protein kinase Aurora-A,F,Ki,416,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target3
F_CHEMBL301_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target120.csv,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,F,Ki,404,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target120
F_CHEMBL3629_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target9.csv,CHEMBL3629,Homo sapiens,Casein kinase II alpha,F,Ki,211,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target9
F_CHEMBL1957_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target123.csv,CHEMBL1957,Homo sapiens,Insulin-like growth factor I receptor,F,Ki,120,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target123
F_CHEMBL203_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target24.csv,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,F,Ki,113,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target24
F_CHEMBL279_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target105.csv,CHEMBL279,Homo sapiens,Vascular endothelial growth factor receptor 2,F,Ki,551,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target105
F_CHEMBL4852_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target39.csv,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,F,Ki,384,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target39
F_CHEMBL5330_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target64.csv,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,F,Ki,465,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target64
F_CHEMBL2828_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target44.csv,CHEMBL2828,Homo sapiens,Casein kinase I delta,F,Ki,322,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target44
F_CHEMBL4202_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target50.csv,CHEMBL4202,Homo sapiens,Serine/threonine-protein kinase 2,F,Ki,309,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target50
F_CHEMBL2801_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target49.csv,CHEMBL2801,Homo sapiens,CaM kinase II delta,F,Ki,251,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target49
F_CHEMBL4204_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target90.csv,CHEMBL4204,Homo sapiens,MAP kinase signal-integrating kinase 2,F,Ki,313,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target90
F_CHEMBL4225_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target18.csv,CHEMBL4225,Homo sapiens,Dual specificity protein kinase CLK2,F,Ki,461,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target18
F_CHEMBL6166_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target54.csv,CHEMBL6166,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 4,F,Ki,656,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target54
F_CHEMBL267_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target41.csv,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,F,Ki,152,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target41
F_CHEMBL4816_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target16.csv,CHEMBL4816,Homo sapiens,Serine/threonine-protein kinase AKT3,F,Ki,134,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target16
F_CHEMBL1862_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target127.csv,CHEMBL1862,Homo sapiens,Tyrosine-protein kinase ABL,F,Ki,237,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target127
F_CHEMBL1936_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target114.csv,CHEMBL1936,Homo sapiens,Stem cell growth factor receptor,F,Ki,139,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target114
F_CHEMBL3357_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target30.csv,CHEMBL3357,Homo sapiens,Interleukin-1 receptor-associated kinase 1,F,Ki,232,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target30
F_CHEMBL4501_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target121.csv,CHEMBL4501,Homo sapiens,Ribosomal protein S6 kinase 1,F,Ki,358,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target121
F_CHEMBL1841_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target111.csv,CHEMBL1841,Homo sapiens,Tyrosine-protein kinase FYN,F,Ki,237,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target111
F_CHEMBL3905_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target45.csv,CHEMBL3905,Homo sapiens,Tyrosine-protein kinase Lyn,F,Ki,209,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target45
F_CHEMBL2973_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target101.csv,CHEMBL2973,Homo sapiens,Rho-associated protein kinase 2,F,Ki,432,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target101
F_CHEMBL3886_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target91.csv,CHEMBL3886,Homo sapiens,Mixed lineage kinase 7,F,Ki,170,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target91
F_CHEMBL4895_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target34.csv,CHEMBL4895,Homo sapiens,Tyrosine-protein kinase receptor UFO,F,Ki,176,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target34
F_CHEMBL3116_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target63.csv,CHEMBL3116,Homo sapiens,Cyclin-dependent kinase 9,F,Ki,191,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target63
F_CHEMBL2208_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target14.csv,CHEMBL2208,Homo sapiens,MAP kinase-activated protein kinase 2,F,Ki,116,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target14
F_CHEMBL4282_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target5.csv,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,F,Ki,153,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target5
F_CHEMBL5443_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target80.csv,CHEMBL5443,Homo sapiens,Cell division cycle 7-related protein kinase,F,Ki,252,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target80
F_CHEMBL3717_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target42.csv,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,F,Ki,215,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target42
F_CHEMBL2148_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target124.csv,CHEMBL2148,Homo sapiens,Tyrosine-protein kinase JAK3,F,Ki,244,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target124
F_CHEMBL3982_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target40.csv,CHEMBL3982,Homo sapiens,Tyrosine-protein kinase FER,F,Ki,135,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target40
F_CHEMBL4525_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target43.csv,CHEMBL4525,Homo sapiens,Serine/threonine-protein kinase 17A,F,Ki,265,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target43
F_CHEMBL260_Ki,./data/ChEMBL_data/in_vitro/F/Targets_Kinase/Ki/Ki_target57.csv,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,F,Ki,121,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Kinase/Ki/Ki_target57
F_CHEMBL5347_IC50,./data/ChEMBL_data/in_vitro/F/Targets_Oxidoreductase/IC50/IC50_target1.csv,CHEMBL5347,Homo sapiens,Glucose-6-phosphate 1-dehydrogenase,F,IC50,204,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Oxidoreductase/IC50/IC50_target1
F_CHEMBL215_IC50,./data/ChEMBL_data/in_vitro/F/Targets_Oxidoreductase/IC50/IC50_target2.csv,CHEMBL215,Homo sapiens,Arachidonate 5-lipoxygenase,F,IC50,499,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Oxidoreductase/IC50/IC50_target2
F_CHEMBL4159_Potency,./data/ChEMBL_data/in_vitro/F/Targets_Oxidoreductase/Potency/Potency_target1.csv,CHEMBL4159,Homo sapiens,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein,F,Potency,20562,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Oxidoreductase/Potency/Potency_target1
F_CHEMBL2284_Potency,./data/ChEMBL_data/in_vitro/F/Targets_Oxidoreductase/Potency/Potency_target4.csv,CHEMBL2284,Homo sapiens,Glyceraldehyde-3-phosphate dehydrogenase liver,F,Potency,216,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Oxidoreductase/Potency/Potency_target4
F_CHEMBL3577_Potency,./data/ChEMBL_data/in_vitro/F/Targets_Oxidoreductase/Potency/Potency_target3.csv,CHEMBL3577,Homo sapiens,Aldehyde dehydrogenase 1A1,F,Potency,75926,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Oxidoreductase/Potency/Potency_target3
F_CHEMBL2903_Potency,./data/ChEMBL_data/in_vitro/F/Targets_Oxidoreductase/Potency/Potency_target2.csv,CHEMBL2903,Homo sapiens,Arachidonate 15-lipoxygenase,F,Potency,5373,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Oxidoreductase/Potency/Potency_target2
F_CHEMBL4426_IC50,./data/ChEMBL_data/in_vitro/F/Targets_Hydrolase/IC50/IC50_target1.csv,CHEMBL4426,Homo sapiens,Phospholipase A2 group 1B,F,IC50,321,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Hydrolase/IC50/IC50_target1
F_CHEMBL1741179_IC50,./data/ChEMBL_data/in_vitro/F/Targets_Hydrolase/IC50/IC50_target3.csv,CHEMBL1741179,Homo sapiens,Probable DNA dC->dU-editing enzyme APOBEC-3A,F,IC50,489,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Hydrolase/IC50/IC50_target3
F_CHEMBL1741217_IC50,./data/ChEMBL_data/in_vitro/F/Targets_Hydrolase/IC50/IC50_target2.csv,CHEMBL1741217,Homo sapiens,DNA dC->dU-editing enzyme APOBEC-3G,F,IC50,944,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Hydrolase/IC50/IC50_target2
F_CHEMBL2095173_IC50,./data/ChEMBL_data/in_vitro/F/Targets_Hydrolase/IC50/IC50_target4.csv,CHEMBL2095173,Homo sapiens,Potassium-transporting ATPase,F,IC50,121,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Hydrolase/IC50/IC50_target4
F_CHEMBL2608_Potency,./data/ChEMBL_data/in_vitro/F/Targets_Hydrolase/Potency/Potency_target1.csv,CHEMBL2608,Homo sapiens,Lysosomal alpha-glucosidase,F,Potency,35001,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Hydrolase/Potency/Potency_target1
F_CHEMBL2524_Potency,./data/ChEMBL_data/in_vitro/F/Targets_Hydrolase/Potency/Potency_target3.csv,CHEMBL2524,Homo sapiens,Alpha-galactosidase A,F,Potency,2944,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Hydrolase/Potency/Potency_target3
F_CHEMBL1293294_Potency,./data/ChEMBL_data/in_vitro/F/Targets_Hydrolase/Potency/Potency_target2.csv,CHEMBL1293294,Homo sapiens,Ras-related protein Rab-9A,F,Potency,21980,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_Hydrolase/Potency/Potency_target2
F_CHEMBL6007_IC50,./data/ChEMBL_data/in_vitro/F/Targets_HumanVoltage/IC50/IC50_target1.csv,CHEMBL6007,Homo sapiens,Transient receptor potential cation channel subfamily A member 1,F,IC50,134,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_HumanVoltage/IC50/IC50_target1
F_CHEMBL240_IC50,./data/ChEMBL_data/in_vitro/F/Targets_HumanVoltage/IC50/IC50_target7.csv,CHEMBL240,Homo sapiens,HERG,F,IC50,173,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_HumanVoltage/IC50/IC50_target7
F_CHEMBL4633_IC50,./data/ChEMBL_data/in_vitro/F/Targets_HumanVoltage/IC50/IC50_target3.csv,CHEMBL4633,Homo sapiens,Voltage-gated potassium channel subunit Kv1.3,F,IC50,172,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_HumanVoltage/IC50/IC50_target3
F_CHEMBL1980_IC50,./data/ChEMBL_data/in_vitro/F/Targets_HumanVoltage/IC50/IC50_target5.csv,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,F,IC50,100,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_HumanVoltage/IC50/IC50_target5
F_CHEMBL4794_IC50,./data/ChEMBL_data/in_vitro/F/Targets_HumanVoltage/IC50/IC50_target6.csv,CHEMBL4794,Homo sapiens,Vanilloid receptor,F,IC50,1137,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_HumanVoltage/IC50/IC50_target6
F_CHEMBL4296_IC50,./data/ChEMBL_data/in_vitro/F/Targets_HumanVoltage/IC50/IC50_target8.csv,CHEMBL4296,Homo sapiens,Sodium channel protein type IX alpha subunit,F,IC50,155,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_HumanVoltage/IC50/IC50_target8
F_CHEMBL4478_IC50,./data/ChEMBL_data/in_vitro/F/Targets_HumanVoltage/IC50/IC50_target4.csv,CHEMBL4478,Homo sapiens,Voltage-gated N-type calcium channel alpha-1B subunit,F,IC50,136,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_HumanVoltage/IC50/IC50_target4
F_CHEMBL6007_EC50,./data/ChEMBL_data/in_vitro/F/Targets_HumanVoltage/EC50/EC50_target3.csv,CHEMBL6007,Homo sapiens,Transient receptor potential cation channel subfamily A member 1,F,EC50,107,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_HumanVoltage/EC50/EC50_target3
F_CHEMBL2095198_EC50,./data/ChEMBL_data/in_vitro/F/Targets_HumanVoltage/EC50/EC50_target1.csv,CHEMBL2095198,Homo sapiens,"Sulfonylurea receptor 2, Kir6.2",F,EC50,185,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_HumanVoltage/EC50/EC50_target1
F_CHEMBL2095152_EC50,./data/ChEMBL_data/in_vitro/F/Targets_HumanVoltage/EC50/EC50_target5.csv,CHEMBL2095152,Homo sapiens,Sulfonylurea receptors; K-ATP channels,F,EC50,256,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_HumanVoltage/EC50/EC50_target5
F_CHEMBL4794_EC50,./data/ChEMBL_data/in_vitro/F/Targets_HumanVoltage/EC50/EC50_target4.csv,CHEMBL4794,Homo sapiens,Vanilloid receptor,F,EC50,132,./data/ChEMBL_data/Datasets/norm_pValue/F/Targets_HumanVoltage/EC50/EC50_target4
